node_id,node_type,label,density
frag_02224,fragment,frag_02224,
frag_02229,fragment,frag_02229,
frag_02247,fragment,frag_02247,
frag_02248,fragment,frag_02248,
frag_02249,fragment,frag_02249,
frag_02250,fragment,frag_02250,
frag_02251,fragment,frag_02251,
frag_02252,fragment,frag_02252,
frag_02254,fragment,frag_02254,
frag_02257,fragment,frag_02257,
frag_02259,fragment,frag_02259,
frag_02260,fragment,frag_02260,
frag_02265,fragment,frag_02265,
frag_02266,fragment,frag_02266,
frag_02268,fragment,frag_02268,
frag_02281,fragment,frag_02281,
frag_02290,fragment,frag_02290,
frag_02291,fragment,frag_02291,
frag_02292,fragment,frag_02292,
frag_02293,fragment,frag_02293,
frag_02297,fragment,frag_02297,
frag_02299,fragment,frag_02299,
frag_02302,fragment,frag_02302,
frag_02306,fragment,frag_02306,
frag_02307,fragment,frag_02307,
frag_02310,fragment,frag_02310,
frag_02314,fragment,frag_02314,
frag_02329,fragment,frag_02329,
frag_02331,fragment,frag_02331,
frag_02333,fragment,frag_02333,
frag_02334,fragment,frag_02334,
frag_02335,fragment,frag_02335,
frag_02337,fragment,frag_02337,
frag_02338,fragment,frag_02338,
frag_02339,fragment,frag_02339,
frag_02342,fragment,frag_02342,
frag_02344,fragment,frag_02344,
frag_02345,fragment,frag_02345,
frag_02347,fragment,frag_02347,
frag_02348,fragment,frag_02348,
frag_02349,fragment,frag_02349,
frag_02354,fragment,frag_02354,
frag_02356,fragment,frag_02356,
frag_02374,fragment,frag_02374,
frag_02376,fragment,frag_02376,
frag_02377,fragment,frag_02377,
frag_02378,fragment,frag_02378,
frag_02379,fragment,frag_02379,
frag_02380,fragment,frag_02380,
frag_02381,fragment,frag_02381,
frag_02382,fragment,frag_02382,
frag_02385,fragment,frag_02385,
frag_02386,fragment,frag_02386,
frag_02387,fragment,frag_02387,
frag_02389,fragment,frag_02389,
frag_02390,fragment,frag_02390,
frag_02392,fragment,frag_02392,
frag_02396,fragment,frag_02396,
frag_02398,fragment,frag_02398,
frag_02399,fragment,frag_02399,
frag_02402,fragment,frag_02402,
frag_02403,fragment,frag_02403,
frag_02406,fragment,frag_02406,
frag_02408,fragment,frag_02408,
frag_02409,fragment,frag_02409,
frag_02410,fragment,frag_02410,
frag_02411,fragment,frag_02411,
frag_02413,fragment,frag_02413,
frag_02415,fragment,frag_02415,
frag_02416,fragment,frag_02416,
frag_02417,fragment,frag_02417,
frag_02418,fragment,frag_02418,
frag_02419,fragment,frag_02419,
frag_02421,fragment,frag_02421,
frag_02422,fragment,frag_02422,
frag_02423,fragment,frag_02423,
frag_02432,fragment,frag_02432,
frag_02435,fragment,frag_02435,
frag_02438,fragment,frag_02438,
frag_02440,fragment,frag_02440,
frag_02442,fragment,frag_02442,
frag_02443,fragment,frag_02443,
frag_02446,fragment,frag_02446,
frag_02449,fragment,frag_02449,
frag_02451,fragment,frag_02451,
frag_02452,fragment,frag_02452,
frag_02453,fragment,frag_02453,
frag_02454,fragment,frag_02454,
frag_02455,fragment,frag_02455,
frag_02469,fragment,frag_02469,
frag_02472,fragment,frag_02472,
frag_02474,fragment,frag_02474,
frag_02482,fragment,frag_02482,
frag_02483,fragment,frag_02483,
frag_02486,fragment,frag_02486,
frag_02487,fragment,frag_02487,
frag_02488,fragment,frag_02488,
frag_02490,fragment,frag_02490,
frag_02491,fragment,frag_02491,
frag_02492,fragment,frag_02492,
frag_02493,fragment,frag_02493,
frag_02496,fragment,frag_02496,
frag_02498,fragment,frag_02498,
frag_02502,fragment,frag_02502,
frag_02503,fragment,frag_02503,
frag_02504,fragment,frag_02504,
frag_02513,fragment,frag_02513,
frag_02514,fragment,frag_02514,
frag_02515,fragment,frag_02515,
frag_02516,fragment,frag_02516,
frag_02517,fragment,frag_02517,
frag_02518,fragment,frag_02518,
frag_02519,fragment,frag_02519,
frag_02520,fragment,frag_02520,
frag_02521,fragment,frag_02521,
frag_02522,fragment,frag_02522,
frag_02539,fragment,frag_02539,
frag_02541,fragment,frag_02541,
frag_02545,fragment,frag_02545,
frag_02546,fragment,frag_02546,
frag_02547,fragment,frag_02547,
frag_02548,fragment,frag_02548,
frag_02549,fragment,frag_02549,
frag_02551,fragment,frag_02551,
frag_02552,fragment,frag_02552,
frag_02557,fragment,frag_02557,
frag_02560,fragment,frag_02560,
frag_02561,fragment,frag_02561,
frag_02568,fragment,frag_02568,
frag_02569,fragment,frag_02569,
frag_02571,fragment,frag_02571,
frag_02572,fragment,frag_02572,
frag_02578,fragment,frag_02578,
frag_02580,fragment,frag_02580,
frag_02581,fragment,frag_02581,
frag_02585,fragment,frag_02585,
frag_02586,fragment,frag_02586,
frag_02587,fragment,frag_02587,
frag_02591,fragment,frag_02591,
frag_02605,fragment,frag_02605,
frag_02606,fragment,frag_02606,
frag_02607,fragment,frag_02607,
frag_02608,fragment,frag_02608,
frag_02609,fragment,frag_02609,
frag_02610,fragment,frag_02610,
frag_02611,fragment,frag_02611,
frag_02612,fragment,frag_02612,
frag_02613,fragment,frag_02613,
frag_02614,fragment,frag_02614,
frag_02616,fragment,frag_02616,
frag_02617,fragment,frag_02617,
frag_02619,fragment,frag_02619,
frag_02626,fragment,frag_02626,
frag_02629,fragment,frag_02629,
frag_02634,fragment,frag_02634,
frag_02636,fragment,frag_02636,
frag_02639,fragment,frag_02639,
frag_02641,fragment,frag_02641,
frag_02642,fragment,frag_02642,
frag_02648,fragment,frag_02648,
frag_02654,fragment,frag_02654,
frag_02657,fragment,frag_02657,
frag_02658,fragment,frag_02658,
frag_02659,fragment,frag_02659,
frag_02660,fragment,frag_02660,
frag_02671,fragment,frag_02671,
frag_02673,fragment,frag_02673,
frag_02675,fragment,frag_02675,
frag_02677,fragment,frag_02677,
frag_02678,fragment,frag_02678,
frag_02679,fragment,frag_02679,
frag_02680,fragment,frag_02680,
frag_02681,fragment,frag_02681,
frag_02682,fragment,frag_02682,
frag_02683,fragment,frag_02683,
frag_02684,fragment,frag_02684,
frag_02685,fragment,frag_02685,
frag_02686,fragment,frag_02686,
frag_02687,fragment,frag_02687,
frag_02690,fragment,frag_02690,
frag_02692,fragment,frag_02692,
frag_02694,fragment,frag_02694,
frag_02696,fragment,frag_02696,
frag_02699,fragment,frag_02699,
frag_02701,fragment,frag_02701,
frag_02703,fragment,frag_02703,
frag_02705,fragment,frag_02705,
frag_02708,fragment,frag_02708,
frag_02710,fragment,frag_02710,
frag_02712,fragment,frag_02712,
frag_02714,fragment,frag_02714,
frag_02717,fragment,frag_02717,
frag_02719,fragment,frag_02719,
frag_02721,fragment,frag_02721,
frag_02723,fragment,frag_02723,
frag_02725,fragment,frag_02725,
frag_02729,fragment,frag_02729,
frag_02731,fragment,frag_02731,
frag_02732,fragment,frag_02732,
frag_02733,fragment,frag_02733,
frag_02734,fragment,frag_02734,
frag_02735,fragment,frag_02735,
frag_02736,fragment,frag_02736,
frag_02738,fragment,frag_02738,
frag_02743,fragment,frag_02743,
frag_02745,fragment,frag_02745,
frag_02746,fragment,frag_02746,
frag_02747,fragment,frag_02747,
frag_02749,fragment,frag_02749,
frag_02751,fragment,frag_02751,
frag_02752,fragment,frag_02752,
frag_02754,fragment,frag_02754,
frag_02756,fragment,frag_02756,
frag_02759,fragment,frag_02759,
frag_02761,fragment,frag_02761,
frag_02762,fragment,frag_02762,
frag_02764,fragment,frag_02764,
frag_02765,fragment,frag_02765,
frag_02766,fragment,frag_02766,
frag_02768,fragment,frag_02768,
role::amount_threshold,evidence_role,amount_threshold,
role::approver,evidence_role,approver,
role::audience,evidence_role,audience,
role::condition,evidence_role,condition,
role::effective_date,evidence_role,effective_date,
role::escalation_target,evidence_role,escalation_target,
role::exception,evidence_role,exception,
role::metric,evidence_role,metric,
role::owner,evidence_role,owner,
role::period,evidence_role,period,
role::region,evidence_role,region,
role::rule,evidence_role,rule,
role::scope,evidence_role,scope,
role::sla,evidence_role,sla,
role::value,evidence_role,value,
role::variance,evidence_role,variance,
role::variance_driver,evidence_role,variance_driver,
class_001,class,Policy-like Fragments,
class_002,class,Approval Lookup Subspace,
class_003,class,Metric Lookup Subspace,
class_004,class,Variance Explanation Subspace,
class_005,class,Threshold Lookup Subspace,
doc_0001,document,doc_0001,
doc_0005,document,doc_0005,
doc_0007,document,doc_0007,
doc_0009,document,doc_0009,
doc_0011,document,doc_0011,
doc_0013,document,doc_0013,
doc_0019,document,doc_0019,
doc_0021,document,doc_0021,
doc_0023,document,doc_0023,
doc_0025,document,doc_0025,
doc_0027,document,doc_0027,
doc_0029,document,doc_0029,
doc_0031,document,doc_0031,
doc_0033,document,doc_0033,
doc_0035,document,doc_0035,
doc_0037,document,doc_0037,
doc_0041,document,doc_0041,
doc_0043,document,doc_0043,
doc_0045,document,doc_0045,
doc_0047,document,doc_0047,
doc_0049,document,doc_0049,
doc_0051,document,doc_0051,
doc_0053,document,doc_0053,
doc_0055,document,doc_0055,
doc_0057,document,doc_0057,
doc_0059,document,doc_0059,
doc_0061,document,doc_0061,
doc_0063,document,doc_0063,
doc_0065,document,doc_0065,
doc_0069,document,doc_0069,
doc_0073,document,doc_0073,
doc_0075,document,doc_0075,
doc_0077,document,doc_0077,
doc_0079,document,doc_0079,
doc_0081,document,doc_0081,
doc_0083,document,doc_0083,
doc_0085,document,doc_0085,
doc_0087,document,doc_0087,
doc_0089,document,doc_0089,
doc_0093,document,doc_0093,
doc_0095,document,doc_0095,
doc_0097,document,doc_0097,
doc_0103,document,doc_0103,
doc_0107,document,doc_0107,
doc_0111,document,doc_0111,
doc_0113,document,doc_0113,
doc_0115,document,doc_0115,
doc_0117,document,doc_0117,
doc_0119,document,doc_0119,
doc_0121,document,doc_0121,
doc_0123,document,doc_0123,
doc_0125,document,doc_0125,
doc_0127,document,doc_0127,
doc_0129,document,doc_0129,
doc_0131,document,doc_0131,
doc_0133,document,doc_0133,
doc_0137,document,doc_0137,
doc_0139,document,doc_0139,
doc_0141,document,doc_0141,
doc_0145,document,doc_0145,
doc_0147,document,doc_0147,
doc_0149,document,doc_0149,
doc_0151,document,doc_0151,
doc_0153,document,doc_0153,
doc_0155,document,doc_0155,
doc_0157,document,doc_0157,
doc_0159,document,doc_0159,
doc_0161,document,doc_0161,
doc_0165,document,doc_0165,
doc_0167,document,doc_0167,
doc_0169,document,doc_0169,
doc_0173,document,doc_0173,
doc_0175,document,doc_0175,
doc_0179,document,doc_0179,
doc_0183,document,doc_0183,
doc_0185,document,doc_0185,
doc_0187,document,doc_0187,
doc_0189,document,doc_0189,
doc_0191,document,doc_0191,
doc_0193,document,doc_0193,
doc_0195,document,doc_0195,
doc_0199,document,doc_0199,
doc_0201,document,doc_0201,
doc_0203,document,doc_0203,
doc_0205,document,doc_0205,
doc_0207,document,doc_0207,
doc_0209,document,doc_0209,
doc_0211,document,doc_0211,
doc_0213,document,doc_0213,
doc_0215,document,doc_0215,
doc_0217,document,doc_0217,
doc_0219,document,doc_0219,
doc_0221,document,doc_0221,
doc_0223,document,doc_0223,
doc_0225,document,doc_0225,
doc_0227,document,doc_0227,
doc_0229,document,doc_0229,
doc_0233,document,doc_0233,
doc_0237,document,doc_0237,
doc_0239,document,doc_0239,
doc_0241,document,doc_0241,
doc_0243,document,doc_0243,
doc_0245,document,doc_0245,
doc_0249,document,doc_0249,
doc_0251,document,doc_0251,
doc_0255,document,doc_0255,
doc_0257,document,doc_0257,
doc_0259,document,doc_0259,
doc_0261,document,doc_0261,
doc_0263,document,doc_0263,
doc_0265,document,doc_0265,
doc_0271,document,doc_0271,
doc_0273,document,doc_0273,
doc_0275,document,doc_0275,
doc_0279,document,doc_0279,
doc_0281,document,doc_0281,
doc_0283,document,doc_0283,
doc_0289,document,doc_0289,
doc_0291,document,doc_0291,
doc_0293,document,doc_0293,
doc_0295,document,doc_0295,
doc_0297,document,doc_0297,
doc_0299,document,doc_0299,
doc_0301,document,doc_0301,
doc_0303,document,doc_0303,
doc_0305,document,doc_0305,
doc_0311,document,doc_0311,
doc_0313,document,doc_0313,
doc_0315,document,doc_0315,
doc_0317,document,doc_0317,
doc_0319,document,doc_0319,
doc_0323,document,doc_0323,
doc_0325,document,doc_0325,
doc_0327,document,doc_0327,
doc_0329,document,doc_0329,
doc_0331,document,doc_0331,
doc_0333,document,doc_0333,
doc_0335,document,doc_0335,
doc_0341,document,doc_0341,
doc_0345,document,doc_0345,
doc_0347,document,doc_0347,
doc_0351,document,doc_0351,
doc_0353,document,doc_0353,
doc_0355,document,doc_0355,
doc_0359,document,doc_0359,
doc_0361,document,doc_0361,
doc_0363,document,doc_0363,
doc_0365,document,doc_0365,
doc_0369,document,doc_0369,
doc_0371,document,doc_0371,
doc_0373,document,doc_0373,
doc_0375,document,doc_0375,
doc_0377,document,doc_0377,
doc_0379,document,doc_0379,
doc_0385,document,doc_0385,
doc_0389,document,doc_0389,
doc_0391,document,doc_0391,
doc_0393,document,doc_0393,
doc_0395,document,doc_0395,
doc_0399,document,doc_0399,
doc_0401,document,doc_0401,
doc_0403,document,doc_0403,
doc_0405,document,doc_0405,
doc_0407,document,doc_0407,
doc_0409,document,doc_0409,
doc_0411,document,doc_0411,
doc_0415,document,doc_0415,
doc_0417,document,doc_0417,
doc_0419,document,doc_0419,
doc_0421,document,doc_0421,
doc_0423,document,doc_0423,
doc_0425,document,doc_0425,
doc_0427,document,doc_0427,
doc_0431,document,doc_0431,
doc_0433,document,doc_0433,
doc_0435,document,doc_0435,
doc_0437,document,doc_0437,
doc_0439,document,doc_0439,
doc_0441,document,doc_0441,
doc_0443,document,doc_0443,
doc_0445,document,doc_0445,
doc_0447,document,doc_0447,
doc_0449,document,doc_0449,
doc_0451,document,doc_0451,
doc_0453,document,doc_0453,
doc_0455,document,doc_0455,
doc_0457,document,doc_0457,
doc_0459,document,doc_0459,
doc_0461,document,doc_0461,
doc_0463,document,doc_0463,
doc_0465,document,doc_0465,
doc_0467,document,doc_0467,
doc_0469,document,doc_0469,
doc_0471,document,doc_0471,
doc_0473,document,doc_0473,
doc_0477,document,doc_0477,
doc_0479,document,doc_0479,
doc_0481,document,doc_0481,
doc_0483,document,doc_0483,
doc_0487,document,doc_0487,
doc_0489,document,doc_0489,
doc_0491,document,doc_0491,
doc_0493,document,doc_0493,
doc_0495,document,doc_0495,
doc_0497,document,doc_0497,
doc_0499,document,doc_0499,
doc_0501,document,doc_0501,
doc_0507,document,doc_0507,
doc_0509,document,doc_0509,
doc_0511,document,doc_0511,
doc_0513,document,doc_0513,
doc_0515,document,doc_0515,
doc_0519,document,doc_0519,
doc_0521,document,doc_0521,
doc_0523,document,doc_0523,
doc_0525,document,doc_0525,
doc_0527,document,doc_0527,
doc_0531,document,doc_0531,
doc_0533,document,doc_0533,
doc_0535,document,doc_0535,
doc_0537,document,doc_0537,
doc_0539,document,doc_0539,
doc_0543,document,doc_0543,
doc_0545,document,doc_0545,
doc_0549,document,doc_0549,
doc_0550,document,doc_0550,
doc_0551,document,doc_0551,
doc_0552,document,doc_0552,
doc_0553,document,doc_0553,
doc_0554,document,doc_0554,
doc_0555,document,doc_0555,
doc_0557,document,doc_0557,
doc_0558,document,doc_0558,
doc_0559,document,doc_0559,
